event_id,deck_id,player_name,rank
,deck_1,air_vengeance,
,deck_2,RNAPBP1,
,deck_3,FishyPhysics,
,deck_4,Gheroz,
,deck_5,renatoaraujo,
,deck_6,FreeBobby315,
,deck_7,_IlNano_,
,deck_8,Evariel,
,deck_9,Gerardo94,
,deck_10,EthanBird,
,deck_11,Nagato_Boran,
,deck_12,Kizdar,
,deck_13,Seby666,
,deck_14,pius23,
,deck_15,UltraEgo_,
,deck_16,Patxi,
,deck_17,fininho10,
,deck_18,Kotte89,
,deck_19,Coly2,
,deck_20,NickBolas90,
