event_id,deck_id,player_name,rank,deck_part,card_name,quantity
,deck_10,Jadisouzaft,,mainboard,Forest,7
,deck_10,Jadisouzaft,,mainboard,Island,2
,deck_10,Jadisouzaft,,mainboard,Nantuko Vigilante,1
,deck_10,Jadisouzaft,,mainboard,Phantom Nishoba,1
,deck_10,Jadisouzaft,,mainboard,Basking Rootwalla,3
,deck_10,Jadisouzaft,,mainboard,Survival of the Fittest,4
,deck_10,Jadisouzaft,,mainboard,Gilded Drake,1
,deck_10,Jadisouzaft,,mainboard,Mystic Snake,1
,deck_10,Jadisouzaft,,mainboard,Yavimaya Coast,4
,deck_10,Jadisouzaft,,mainboard,Tradewind Rider,2
,deck_10,Jadisouzaft,,mainboard,Wall of Blossoms,2
,deck_10,Jadisouzaft,,mainboard,Birds of Paradise,4
,deck_10,Jadisouzaft,,mainboard,Llanowar Elves,4
,deck_10,Jadisouzaft,,mainboard,Tangle Wire,3
,deck_10,Jadisouzaft,,mainboard,Opposition,3
,deck_10,Jadisouzaft,,mainboard,Masticore,1
,deck_10,Jadisouzaft,,mainboard,Deranged Hermit,1
,deck_10,Jadisouzaft,,mainboard,Wall of Roots,2
,deck_10,Jadisouzaft,,mainboard,Gaea's Cradle,4
,deck_10,Jadisouzaft,,mainboard,Quirion Ranger,2
,deck_10,Jadisouzaft,,mainboard,Natural Order,3
,deck_10,Jadisouzaft,,mainboard,Verdant Force,1
,deck_10,Jadisouzaft,,mainboard,City of Brass,3
,deck_10,Jadisouzaft,,mainboard,"Squee, Goblin Nabob",1
,deck_10,Jadisouzaft,,sideboard,Hydroblast,2
,deck_10,Jadisouzaft,,sideboard,Tormod's Crypt,2
,deck_10,Jadisouzaft,,sideboard,Xantid Swarm,4
,deck_10,Jadisouzaft,,sideboard,Caller of the Claw,1
,deck_10,Jadisouzaft,,sideboard,Naturalize,3
,deck_10,Jadisouzaft,,sideboard,Meddling Mage,1
,deck_10,Jadisouzaft,,sideboard,Uktabi Orangutan,1
,deck_10,Jadisouzaft,,sideboard,Winter Orb,1
