event_id,deck_id,player_name,rank,deck_part,card_name,quantity
12834459,58466450,termidor,5,mainboard,"Ajani, Nacatl Pariah",4
12834459,58466450,termidor,5,mainboard,Arena of Glory,3
12834459,58466450,termidor,5,mainboard,Arid Mesa,4
12834459,58466450,termidor,5,mainboard,Marsh Flats,3
12834459,58466450,termidor,5,mainboard,Galvanic Discharge,4
12834459,58466450,termidor,5,mainboard,Flooded Strand,4
12834459,58466450,termidor,5,mainboard,Guide of Souls,4
12834459,58466450,termidor,5,mainboard,Plains,2
12834459,58466450,termidor,5,mainboard,Goblin Bombardment,3
12834459,58466450,termidor,5,mainboard,"Ragavan, Nimble Pilferer",4
12834459,58466450,termidor,5,mainboard,Voice of Victory,1
12834459,58466450,termidor,5,mainboard,Seasoned Pyromancer,4
12834459,58466450,termidor,5,mainboard,Ranger-Captain of Eos,1
12834459,58466450,termidor,5,mainboard,Thraben Charm,4
12834459,58466450,termidor,5,mainboard,Mountain,1
12834459,58466450,termidor,5,mainboard,Windswept Heath,1
12834459,58466450,termidor,5,mainboard,Ocelot Pride,4
12834459,58466450,termidor,5,mainboard,"Phlage, Titan of Fire's Fury",4
12834459,58466450,termidor,5,mainboard,Elegant Parlor,2
12834459,58466450,termidor,5,mainboard,Sacred Foundry,3
12834459,58466450,termidor,5,sideboard,Wrath of the Skies,1
12834459,58466450,termidor,5,sideboard,Wear/Tear,2
12834459,58466450,termidor,5,sideboard,Clarion Conqueror,1
12834459,58466450,termidor,5,sideboard,High Noon,1
12834459,58466450,termidor,5,sideboard,Orim's Chant,2
12834459,58466450,termidor,5,sideboard,Vexing Bauble,1
12834459,58466450,termidor,5,sideboard,Voice of Victory,1
12834459,58466450,termidor,5,sideboard,Damping Sphere,3
12834459,58466450,termidor,5,sideboard,Ghost Vacuum,1
12834459,58466450,termidor,5,sideboard,The Legend of Roku,2
