event_id,event_name,format,date,site_name,starttime,player_count
12834112,Premodern Challenge 32,premodern,2026-03-03,premodern-challenge-32-2026-03-0312834112,2026-03-03 17:00:00.0,"{'tournamentid': '12834112', 'players': '53', 'queued_players': '53'}"
