event_id,deck_id,player_name,rank
,deck_1,mrmapplebeck,
,deck_2,Pbag,
,deck_3,zoio,
,deck_4,DB_lannynyny,
,deck_5,PyramidOfGreatness,
,deck_6,Tenenbaum1,
,deck_7,Dr Siuss,
,deck_8,fishduggery,
,deck_9,manu1234,
,deck_10,salvatorix,
