a,b,winrate_a_vs_b,matches,ci_low,ci_high
Boros Energy,Boros Energy,0.5,862,0.47,0.53
Boros Energy,Jeskai Blink,0.51,769,0.47,0.54
Boros Energy,Amulet Titan,0.52,664,0.48,0.56
Boros Energy,Izzet Prowess,0.55,593,0.51,0.59
Boros Energy,Affinity,0.53,653,0.5,0.57
Boros Energy,Esper Reanimator,0.52,516,0.48,0.57
Boros Energy,Domain Aggro,0.55,437,0.5,0.6
Boros Energy,Esper Phelia,0.54,260,0.48,0.6
Boros Energy,Eldrazi Tron,0.54,226,0.47,0.6
Boros Energy,Tameshi Belcher,0.42,220,0.36,0.49
Boros Energy,Eldrazi Bloodchief Combo,0.51,218,0.45,0.58
Boros Energy,Simic Ritual,0.59,232,0.52,0.65
Boros Energy,Eldrazi Ramp,0.5,223,0.43,0.57
Boros Energy,Ruby Storm,0.49,216,0.42,0.56
Boros Energy,Azorius Control,0.61,119,0.51,0.69
Boros Energy,Neoform,0.41,143,0.33,0.5
Boros Energy,Dimir Frog,0.5,74,0.38,0.62
Boros Energy,Azorius Blink,0.52,81,0.4,0.63
Boros Energy,Golgari Yawgmoth,0.52,86,0.41,0.63
Boros Energy,Mill,0.73,66,0.6,0.83
Boros Energy,Jeskai Control,0.62,77,0.51,0.73
Boros Energy,Samwise Combo,0.59,54,0.45,0.72
Boros Energy,Grixis Reanimator,0.47,68,0.35,0.6
Boros Energy,Living End,0.51,39,0.35,0.68
Boros Energy,Mono Blue Tron,0.61,36,0.43,0.77
Boros Energy,Eldrazi Aggro,0.76,21,0.53,0.92
Boros Energy,4 Color Ritual,0.66,29,0.46,0.82
Boros Energy,Hollow One,0.47,17,0.23,0.72
Boros Energy,Burn,0.78,9,0.4,0.97
Jeskai Blink,Boros Energy,0.49,769,0.46,0.53
Jeskai Blink,Jeskai Blink,0.5,974,0.47,0.53
Jeskai Blink,Amulet Titan,0.46,688,0.42,0.5
Jeskai Blink,Izzet Prowess,0.53,619,0.49,0.57
Jeskai Blink,Affinity,0.48,610,0.44,0.52
Jeskai Blink,Esper Reanimator,0.5,426,0.45,0.55
Jeskai Blink,Domain Aggro,0.55,425,0.5,0.6
Jeskai Blink,Esper Phelia,0.51,235,0.45,0.58
Jeskai Blink,Eldrazi Tron,0.58,170,0.5,0.65
Jeskai Blink,Tameshi Belcher,0.51,168,0.43,0.58
Jeskai Blink,Eldrazi Bloodchief Combo,0.55,206,0.48,0.62
Jeskai Blink,Simic Ritual,0.35,286,0.3,0.41
Jeskai Blink,Eldrazi Ramp,0.5,135,0.41,0.58
Jeskai Blink,Ruby Storm,0.43,198,0.36,0.51
Jeskai Blink,Azorius Control,0.56,142,0.48,0.65
Jeskai Blink,Neoform,0.58,96,0.48,0.68
Jeskai Blink,Dimir Frog,0.66,109,0.56,0.75
Jeskai Blink,Azorius Blink,0.67,45,0.51,0.8
Jeskai Blink,Golgari Yawgmoth,0.32,53,0.2,0.46
Jeskai Blink,Mill,0.52,54,0.38,0.66
Jeskai Blink,Jeskai Control,0.59,63,0.46,0.71
Jeskai Blink,Samwise Combo,0.36,64,0.24,0.49
Jeskai Blink,Grixis Reanimator,0.51,35,0.34,0.69
Jeskai Blink,Living End,0.47,45,0.32,0.62
Jeskai Blink,Mono Blue Tron,0.67,30,0.47,0.83
Jeskai Blink,Eldrazi Aggro,0.64,36,0.46,0.79
Jeskai Blink,4 Color Ritual,0.56,18,0.31,0.78
Jeskai Blink,Hollow One,0.58,12,0.28,0.85
Jeskai Blink,Burn,0.4,10,0.12,0.74
Amulet Titan,Boros Energy,0.48,664,0.44,0.52
Amulet Titan,Jeskai Blink,0.54,688,0.5,0.58
Amulet Titan,Amulet Titan,0.5,656,0.46,0.54
Amulet Titan,Izzet Prowess,0.59,528,0.54,0.63
Amulet Titan,Affinity,0.58,493,0.53,0.62
Amulet Titan,Esper Reanimator,0.47,462,0.42,0.51
Amulet Titan,Domain Aggro,0.57,378,0.52,0.62
Amulet Titan,Esper Phelia,0.49,264,0.43,0.55
Amulet Titan,Eldrazi Tron,0.75,252,0.69,0.8
Amulet Titan,Tameshi Belcher,0.43,161,0.36,0.52
Amulet Titan,Eldrazi Bloodchief Combo,0.54,227,0.47,0.6
Amulet Titan,Simic Ritual,0.27,184,0.21,0.34
Amulet Titan,Eldrazi Ramp,0.7,138,0.61,0.77
Amulet Titan,Ruby Storm,0.4,152,0.32,0.48
Amulet Titan,Azorius Control,0.48,134,0.39,0.57
Amulet Titan,Neoform,0.29,80,0.19,0.4
Amulet Titan,Dimir Frog,0.51,89,0.4,0.61
Amulet Titan,Azorius Blink,0.53,83,0.42,0.64
Amulet Titan,Golgari Yawgmoth,0.48,46,0.33,0.63
Amulet Titan,Mill,0.34,58,0.22,0.48
Amulet Titan,Jeskai Control,0.27,45,0.15,0.42
Amulet Titan,Samwise Combo,0.34,64,0.23,0.47
Amulet Titan,Grixis Reanimator,0.64,33,0.45,0.8
Amulet Titan,Living End,0.66,29,0.46,0.82
Amulet Titan,Mono Blue Tron,0.74,38,0.57,0.87
Amulet Titan,Eldrazi Aggro,0.64,42,0.48,0.78
Amulet Titan,4 Color Ritual,0.25,24,0.1,0.47
Amulet Titan,Hollow One,0.78,9,0.4,0.97
Amulet Titan,Burn,0.88,17,0.64,0.99
Izzet Prowess,Boros Energy,0.45,593,0.41,0.49
Izzet Prowess,Jeskai Blink,0.47,619,0.43,0.51
Izzet Prowess,Amulet Titan,0.41,528,0.37,0.46
Izzet Prowess,Izzet Prowess,0.5,558,0.46,0.54
Izzet Prowess,Affinity,0.47,471,0.43,0.52
Izzet Prowess,Esper Reanimator,0.44,408,0.39,0.49
Izzet Prowess,Domain Aggro,0.36,387,0.31,0.41
Izzet Prowess,Esper Phelia,0.51,220,0.45,0.58
Izzet Prowess,Eldrazi Tron,0.42,201,0.35,0.49
Izzet Prowess,Tameshi Belcher,0.67,159,0.59,0.74
Izzet Prowess,Eldrazi Bloodchief Combo,0.55,179,0.47,0.62
Izzet Prowess,Simic Ritual,0.72,197,0.65,0.78
Izzet Prowess,Eldrazi Ramp,0.46,147,0.38,0.55
Izzet Prowess,Ruby Storm,0.53,135,0.45,0.62
