event_id,deck_id,player_name,rank,deck_part,card_name,quantity
,deck_7,scipios,,mainboard,Ba Sing Se,3
,deck_7,scipios,,mainboard,Badgermole Cub,4
,deck_7,scipios,,mainboard,"Bristly Bill, Spine Sower",4
,deck_7,scipios,,mainboard,Earthbender Ascension,4
,deck_7,scipios,,mainboard,Mossborn Hydra,4
,deck_7,scipios,,mainboard,Forest,1
,deck_7,scipios,,mainboard,"Michelangelo, Weirdness to 11",4
,deck_7,scipios,,mainboard,Llanowar Elves,2
,deck_7,scipios,,mainboard,Promising Vein,3
,deck_7,scipios,,mainboard,Innkeeper's Talent,3
,deck_7,scipios,,mainboard,Sazh's Chocobo,4
,deck_7,scipios,,mainboard,Forest,3
,deck_7,scipios,,mainboard,Forest,3
,deck_7,scipios,,mainboard,Forest,2
,deck_7,scipios,,mainboard,Forest,1
,deck_7,scipios,,mainboard,Forest,2
,deck_7,scipios,,mainboard,Llanowar Elves,2
,deck_7,scipios,,mainboard,Fabled Passage,4
,deck_7,scipios,,mainboard,Escape Tunnel,1
,deck_7,scipios,,mainboard,"Mikey & Leo, Chaos & Order",1
,deck_7,scipios,,mainboard,Escape Tunnel,1
,deck_7,scipios,,mainboard,Snakeskin Veil,4
,deck_7,scipios,,sideboard,Scavenging Ooze,1
,deck_7,scipios,,sideboard,Pawpatch Formation,3
,deck_7,scipios,,sideboard,Longstalk Brawl,4
,deck_7,scipios,,sideboard,Webstrike Elite,2
,deck_7,scipios,,sideboard,Torpor Orb,1
,deck_7,scipios,,sideboard,Soul-Guide Lantern,1
,deck_7,scipios,,sideboard,Soul-Guide Lantern,1
,deck_7,scipios,,sideboard,"Surrak, Elusive Hunter",2
