event_id,deck_id,player_name,rank,deck_part,card_name,quantity
,deck_3,rat12342,,mainboard,Phyrexian Dreadnought,4
,deck_3,rat12342,,mainboard,Vision Charm,4
,deck_3,rat12342,,mainboard,Stifle,3
,deck_3,rat12342,,mainboard,Stifle,1
,deck_3,rat12342,,mainboard,Portent,4
,deck_3,rat12342,,mainboard,Peek,2
,deck_3,rat12342,,mainboard,Impulse,3
,deck_3,rat12342,,mainboard,Gush,3
,deck_3,rat12342,,mainboard,Foil,4
,deck_3,rat12342,,mainboard,Counterspell,4
,deck_3,rat12342,,mainboard,Flash of Insight,2
,deck_3,rat12342,,mainboard,Chain of Vapor,1
,deck_3,rat12342,,mainboard,Island,17
,deck_3,rat12342,,mainboard,Cephalid Coliseum,1
,deck_3,rat12342,,mainboard,Brain Freeze,1
,deck_3,rat12342,,mainboard,Accumulated Knowledge,4
,deck_3,rat12342,,mainboard,Powder Keg,1
,deck_3,rat12342,,mainboard,Thwart,1
,deck_3,rat12342,,sideboard,Annul,3
,deck_3,rat12342,,sideboard,Blue Elemental Blast,2
,deck_3,rat12342,,sideboard,Hibernation,1
,deck_3,rat12342,,sideboard,Essence Flare,3
,deck_3,rat12342,,sideboard,Dominate,2
,deck_3,rat12342,,sideboard,Tsabo's Web,2
,deck_3,rat12342,,sideboard,Brain Freeze,1
,deck_3,rat12342,,sideboard,Hydroblast,1
