event_id,deck_id,player_name,rank,deck_part,card_name,quantity
,deck_8,BWGG,,mainboard,Swords to Plowshares,4
,deck_8,BWGG,,mainboard,Weathered Wayfarer,4
,deck_8,BWGG,,mainboard,Disenchant,1
,deck_8,BWGG,,mainboard,Nimble Mongoose,3
,deck_8,BWGG,,mainboard,Naturalize,1
,deck_8,BWGG,,mainboard,Sylvan Library,3
,deck_8,BWGG,,mainboard,Call of the Herd,3
,deck_8,BWGG,,mainboard,Anurid Brushhopper,2
,deck_8,BWGG,,mainboard,Forest,2
,deck_8,BWGG,,mainboard,Karplusan Forest,1
,deck_8,BWGG,,mainboard,Plains,2
,deck_8,BWGG,,mainboard,Rishadan Port,3
,deck_8,BWGG,,mainboard,Secluded Steppe,1
,deck_8,BWGG,,mainboard,Tranquil Thicket,1
,deck_8,BWGG,,mainboard,Wasteland,3
,deck_8,BWGG,,mainboard,Treetop Village,2
,deck_8,BWGG,,mainboard,Rith's Grove,2
,deck_8,BWGG,,mainboard,Battlefield Forge,1
,deck_8,BWGG,,mainboard,Windswept Heath,4
,deck_8,BWGG,,mainboard,Armageddon,3
,deck_8,BWGG,,mainboard,Cataclysm,1
,deck_8,BWGG,,mainboard,Terravore,4
,deck_8,BWGG,,mainboard,Gemstone Mine,3
,deck_8,BWGG,,mainboard,Mox Diamond,4
,deck_8,BWGG,,mainboard,Exalted Angel,1
,deck_8,BWGG,,mainboard,Brushland,1
,deck_8,BWGG,,sideboard,Aura of Silence,2
,deck_8,BWGG,,sideboard,Exalted Angel,1
,deck_8,BWGG,,sideboard,Pyroblast,3
,deck_8,BWGG,,sideboard,Pyroclasm,3
,deck_8,BWGG,,sideboard,Tormod's Crypt,2
,deck_8,BWGG,,sideboard,Zuran Orb,1
,deck_8,BWGG,,sideboard,Ray of Revelation,2
,deck_8,BWGG,,sideboard,Cataclysm,1
