event_id,event_name,format,date,site_name,starttime,player_count
12834458,Standard Challenge 64,standard,2026-03-03,standard-challenge-64-2026-03-0312834458,2026-03-03 20:00:00.0,"{'tournamentid': '12834458', 'players': '71', 'queued_players': '71'}"
