event_id,deck_id,player_name,rank
12834458,58466393,rastaf,1
12834458,58466398,L1X0,7
12834458,58466430,Capitano_CL,9
12834458,58466357,LucasG1ggs,3
12834458,58466424,jessy_samek,13
12834458,58466356,andersoneclair,32
12834458,58466352,SoulStrong,26
12834458,58466417,Martin_Dominguez,21
12834458,58466410,air_vengeance,29
12834458,58466414,ho-oh,10
12834458,58466381,GTX120,11
12834458,58466431,deleon91,27
12834458,58466360,_Falcon_,19
12834458,58466425,Johnny_Hobbs,28
12834458,58466391,Uagli1,4
12834458,58466385,Nowayh,6
12834458,58466420,Azja,2
12834458,58466355,Jaxito,14
12834458,58466434,Brasatore,23
12834458,58466436,pcpalhares,30
12834458,58466435,Navigator_2505,25
12834458,58466368,Drugo,22
12834458,58466375,Univerce,16
12834458,58466377,LukeBrandes,15
12834458,58466363,LuegenKonrad,31
12834458,58466403,Xsper,18
12834458,58466396,itstime,24
12834458,58466406,BoreiMTG,5
12834458,58466419,DayBreakMe,8
12834458,58466372,DB_Beekeeper,20
12834458,58466412,VitorCarvalho01,17
12834458,58466373,StardestroyerFD,12
