event_id,deck_id,player_name,rank,deck_part,card_name,quantity
12834458,58466393,rastaf,1,mainboard,Boomerang Basics,4
12834458,58466393,rastaf,1,mainboard,Breeding Pool,1
12834458,58466393,rastaf,1,mainboard,Burst Lightning,4
12834458,58466393,rastaf,1,mainboard,Drake Hatcher,2
12834458,58466393,rastaf,1,mainboard,Steam Vents,4
12834458,58466393,rastaf,1,mainboard,Into the Flood Maw,2
12834458,58466393,rastaf,1,mainboard,Riverpyre Verge,4
12834458,58466393,rastaf,1,mainboard,Multiversal Passage,3
12834458,58466393,rastaf,1,mainboard,Spirebluff Canal,4
12834458,58466393,rastaf,1,mainboard,Sleight of Hand,4
12834458,58466393,rastaf,1,mainboard,Secret Identity,2
12834458,58466393,rastaf,1,mainboard,Slickshot Show-Off,4
12834458,58466393,rastaf,1,mainboard,Opt,4
12834458,58466393,rastaf,1,mainboard,Island,5
12834458,58466393,rastaf,1,mainboard,Stock Up,4
12834458,58466393,rastaf,1,mainboard,Stormchaser's Talent,4
12834458,58466393,rastaf,1,mainboard,Wild Ride,1
12834458,58466393,rastaf,1,mainboard,Elusive Otter,4
12834458,58466393,rastaf,1,sideboard,Drake Hatcher,2
12834458,58466393,rastaf,1,sideboard,Eddymurk Crab,3
12834458,58466393,rastaf,1,sideboard,Roaring Furnace // Steaming Sauna,1
12834458,58466393,rastaf,1,sideboard,Spell Pierce,3
12834458,58466393,rastaf,1,sideboard,Soul-Guide Lantern,2
12834458,58466393,rastaf,1,sideboard,Torch the Tower,2
12834458,58466393,rastaf,1,sideboard,"Ral, Crackling Wit",2
