event_id,event_name,format,date,site_name,starttime,player_count
12834472,Legacy Challenge 32,legacy,2026-03-04,legacy-challenge-32-2026-03-0412834472,2026-03-04 22:00:00.0,"{'tournamentid': '12834472', 'players': '51', 'queued_players': '51'}"
