event_id,event_name,format,date,site_name,starttime,player_count
12834459,Modern Challenge 64,modern,2026-03-03,modern-challenge-64-2026-03-0312834459,2026-03-03 21:00:00.0,"{'tournamentid': '12834459', 'players': '64', 'queued_players': '64'}"
