event_id,deck_id,player_name,rank,deck_part,card_name,quantity
12834472,58466972,haveaboavida,6,mainboard,Mountain,4
12834472,58466972,haveaboavida,6,mainboard,Shatterskull Smashing,4
12834472,58466972,haveaboavida,6,mainboard,Chrome Mox,4
12834472,58466972,haveaboavida,6,mainboard,Sundering Eruption,4
12834472,58466972,haveaboavida,6,mainboard,Chalice of the Void,4
12834472,58466972,haveaboavida,6,mainboard,Fable of the Mirror-Breaker,4
12834472,58466972,haveaboavida,6,mainboard,The One Ring,4
12834472,58466972,haveaboavida,6,mainboard,Blood Moon,4
12834472,58466972,haveaboavida,6,mainboard,Fury,4
12834472,58466972,haveaboavida,6,mainboard,Simian Spirit Guide,4
12834472,58466972,haveaboavida,6,mainboard,Magus of the Moon,4
12834472,58466972,haveaboavida,6,mainboard,City of Traitors,4
12834472,58466972,haveaboavida,6,mainboard,Broadside Bombardiers,4
12834472,58466972,haveaboavida,6,mainboard,Hexing Squelcher,4
12834472,58466972,haveaboavida,6,mainboard,Ancient Tomb,4
12834472,58466972,haveaboavida,6,sideboard,Dead/Gone,4
12834472,58466972,haveaboavida,6,sideboard,Null Rod,4
12834472,58466972,haveaboavida,6,sideboard,Fiery Confluence,3
12834472,58466972,haveaboavida,6,sideboard,Leyline of the Void,4
