event_id,event_name,format,date,site_name,starttime,player_count
12834469,Modern Challenge 32,modern,2026-03-04,modern-challenge-32-2026-03-0412834469,2026-03-04 17:00:00.0,"{'tournamentid': '12834469', 'players': '64', 'queued_players': '64'}"
