event_id,event_name,format,date,site_name,starttime,player_count
12834474,Standard Challenge 32,standard,2026-03-05,standard-challenge-32-2026-03-0512834474,2026-03-05 01:00:00.0,"{'tournamentid': '12834474', 'players': '68', 'queued_players': '68'}"
